Level,Codes,Onderwerpen,Totaal bedrijven,2-100 FTE,1 FTE,2 FTE,3-5 FTE,5-10 FTE,10-20 FTE,20-50 FTE,50-100 FTE,100+ FTE
5,77292,77292 Verhuur van huishoudartikelen,705,185,520,90,55,25,5,5,0,0
4,4751,4751 Winkels in stoffen en textiel,640,185,455,115,45,15,5,0,0,0
3,841,841 Openbaar bestuur,620,185,50,5,5,15,15,40,105,385
4,9101,"9101 Culturele uitleencentra, archieven",435,185,235,25,15,25,45,60,10,15
5,92009,92009 Exploitatie van speelautomaten,415,185,225,60,45,40,20,15,5,5
2,17,17 Papierindustrie,340,185,100,25,15,30,40,45,35,55
5,90013,90013 Circus en vari�t�,3090,180,2910,125,35,10,5,5,0,0
4,3212,3212 Sieradenindustrie (geen imitatie),1300,180,1120,115,35,15,5,0,0,0
3,502,502 Zee- en kustvaart (vrachtvaart),620,180,420,30,45,35,25,25,15,20
4,5020,5020 Zee- en kustvaart (vrachtvaart),620,180,420,30,45,35,25,25,15,20
4,4648,4648 Groothandel in sieraden en klokken,585,180,405,90,40,25,15,5,5,0
5,46442,46442 Groothandel in reinigingsmiddelen,530,180,350,70,40,35,20,5,5,0
4,4641,4641 Groothandel in textiel,425,180,245,70,35,40,20,15,5,0
3,383,383 Voorbereiding tot recycling,420,180,235,30,30,35,40,25,15,5
5,46737,46737 Groothandel in sanitaire artikelen,375,180,190,45,60,35,20,20,5,5
5,96012,96012 Chemische wasserijen en ververijen,285,180,105,80,50,25,15,10,0,0
5,47912,47912 Webwinkels in elektronica,1980,175,1805,105,35,25,5,5,5,0
4,9411,9411 Bedrijfs- en werkgeversorganisaties,1820,175,1635,40,30,40,40,15,10,10
4,6629,6629 Diensten op gebied van verzekering,1405,175,1230,105,25,20,10,5,5,0
4,4719,4719 Warenhuizen e.d.,635,175,450,45,15,25,20,65,15,10
5,46494,46494 Groothandel in speelgoed,460,175,285,60,40,35,20,15,5,0
5,45194,45194 Handel en reparatie van caravans,370,175,195,55,45,40,25,5,0,0
4,8292,8292 Pak- en sorteerbedrijven,365,175,180,25,30,45,25,35,15,10
5,46697,46697 Groothandel scheepsbenodigdheden,330,175,155,30,35,40,35,25,10,0
3,201,201 Basischemie,320,175,95,25,25,20,35,40,30,50
4,5912,"5912 Facilitaire diensten voor film, tv",3295,170,3125,95,25,25,15,5,5,0
3,799,"799 Reisinformatie-, reserveerbureaus",1160,170,990,60,40,35,15,20,5,0
4,7990,7990 Reisinformatie- en reserveerbureaus,1160,170,990,60,40,35,15,20,5,0
4,8532,8532 MBO en educatie,1095,170,870,55,35,25,20,20,10,55
3,311,0311 Zee- en kustvisserij,595,170,420,90,65,5,0,5,0,5
5,33221,33221 Installatie van machines algemeen,440,170,265,30,45,35,35,15,15,5
5,46491,46491 Groothandel in (brom-)fietsen,435,170,260,60,45,30,25,15,0,5
4,5224,"5224 Laad-, los- en overslagbedrijven",430,170,235,30,20,35,30,45,15,25
4,3832,3832 Voorbereiding afval voor recycling,390,170,215,30,30,35,40,25,15,5
2,24,24 Basismetaalindustrie,380,170,175,30,20,40,35,30,20,35
5,46732,46732 Groothandel in verf en verfwaren,355,170,180,40,45,40,15,25,10,5
3,172,172 Papier- en kartonwarenindustrie,295,170,80,20,15,25,35,40,30,45
3,283,283 Landbouwmachine-industrie,295,170,110,20,25,35,30,30,25,15
4,2830,2830 Landbouwmachine-industrie,295,170,110,20,25,35,30,30,25,15
5,29201,29201 Carrosseriebouw,260,170,85,25,25,40,35,35,15,5
3,856,856 Dienstverlening voor het onderwijs,1720,165,1550,65,30,25,20,20,10,5
4,8560,8560 Dienstverlening voor het onderwijs,1720,165,1550,65,30,25,20,20,10,5
5,81229,81229 Overige gespec. reiniging gebouwen,670,165,500,40,40,30,25,20,5,5
5,47642,47642 Winkels in watersportartikelen,425,165,260,75,55,25,5,0,0,0
5,87302,87302 Verzorgingshuizen,375,165,45,10,10,20,45,35,45,165
5,88912,88912 Peuterspeelzaalwerk,320,165,150,35,40,45,25,20,0,5
4,2822,2822 Hijs- en hefwerktuigenindustrie,280,165,90,20,10,25,40,50,15,25
3,105,105 Zuivelindustrie,275,165,90,55,45,25,15,10,10,20
5,93111,93111 Zwembaden,265,165,100,30,25,35,50,25,5,0
5,47222,47222 Poeliers,205,165,40,45,50,60,10,0,0,0
3,722,722 Geesteswetenschappelijke research,1155,160,995,60,25,30,15,15,10,0
4,7220,7220 Geesteswetenschappelijke research,1155,160,995,60,25,30,15,15,10,0
4,1629,1629 Overige hout- en rietwarenindustrie,605,160,445,85,35,25,5,5,0,0
5,50201,"50201 Zee-, kustvrachtvaart, geen sleep-",580,160,400,30,40,30,25,20,10,20
4,8411,"8411 Rijks-, provincie-, gemeentebestuur",555,160,35,0,5,10,15,30,95,360
5,77111,77111 Verhuur van personenauto's,500,160,335,60,40,35,10,10,0,5
2,65,65 Verzekeraars en pensioenfondsen,425,160,215,35,20,40,30,25,15,50
4,9412,9412 Beroepsorganisaties,425,160,260,20,50,35,25,15,10,5
5,46331,46331 Groothandel in zuivel en vetten,370,160,200,40,30,40,30,15,5,10
5,31012,31012 Bedrijfsmeubelindustrie,355,160,185,40,35,40,20,20,5,10
4,2573,2573 Gereedschapindustrie,245,160,80,30,25,35,25,30,10,5
4,9511,9511 Reparatie van computers,1770,155,1610,85,35,15,10,5,5,5
4,1814,1814 Grafische afwerking,525,155,370,50,35,25,20,15,0,0
5,47594,47594 Winkels in muziekinstrumenten,375,155,220,90,35,20,5,0,0,0
5,66292,66292 Pensioenadviesbureaus en -beheer,1215,150,1065,100,25,15,5,0,0,0
5,86222,86222 Praktijken van psychiaters,1125,150,965,50,25,20,20,20,10,10
4,1813,1813 Prepress- en premediabedrijven,505,150,355,55,45,20,15,15,5,0
5,46425,46425 Groothandel in modeartikelen,490,150,340,70,35,25,10,5,5,0
5,96011,96011 Wasserijen en linnenverhuur,485,150,325,50,30,30,20,15,5,10
5,86921,86921 Gezondheidscentra,365,150,210,40,35,25,25,20,10,5
4,9004,9004 Theaters en evenementenhallen,295,150,140,20,15,30,35,40,10,5
5,23611,23611 Betonnen bouwproductenindustrie,255,150,95,20,30,25,25,30,15,10
3,271,271 Elektromotor- en -panelenindustrie,300,145,145,25,25,25,30,30,15,10
4,4666,4666 Groothandel in kantoormachines,275,145,125,35,45,30,10,15,10,5
4,2223,2223 Kunststofbouwproductenindustrie,270,145,110,30,25,40,20,20,10,15
4,2361,"2361 Betonwaren-, kalkzandsteenindustrie",260,145,100,20,30,25,25,30,15,15
3,329,329 Overige industrie,745,140,525,60,30,20,25,10,5,80
4,8291,"8291 Kredietinformatie-, incassobureaus",610,140,460,60,35,25,10,5,5,10
1,2,02 Bosbouw,580,140,440,55,35,35,10,5,0,0
5,16239,"16239 Timmerindustrie, geen deuren e.d.",515,140,370,45,30,30,20,15,5,5
4,6621,6621 Risicoanalyse en schadetaxatie,475,140,330,55,30,25,20,10,5,5
5,46498,46498 Groothandel in drukwerk,420,140,280,55,35,25,10,10,5,0
5,46424,46424 Groothandel in schoenen,350,140,205,40,30,30,15,20,5,5
3,274,274 Elektrische verlichtingsindustrie,325,140,180,30,30,35,25,15,5,5
4,2740,2740 Elektrische verlichtingsindustrie,325,140,180,30,30,35,25,15,5,5
5,69104,69104 Deurwaarderskantoren,245,140,100,15,25,40,25,25,10,5
3,639,639 Overige informatievoorziening,1525,135,1390,70,30,10,15,5,5,0
5,88103,88103 Ondersteuning van gehandicapten,1110,135,960,55,30,20,20,5,10,15
4,3299,3299 Werkvoorziening; overige industrie,730,135,515,55,30,20,20,10,5,80
5,91022,91022 Kunstgalerie�n en expositieruimten,725,135,590,90,20,15,5,0,0,0
3,231,231 Glas- en glaswerkindustrie,690,135,545,65,25,30,5,5,5,10
4,9522,9522 Reparatie elektr. huishoudapparaten,660,135,525,75,35,20,5,0,0,0
4,4612,4612 Bemiddeling brand- en grondstoffen,440,135,305,45,35,25,15,5,0,0
4,4221,4221 Buizenleggers,425,135,285,35,35,25,20,15,5,5
4,7211,7211 Biotechnologische research,395,135,255,20,30,35,10,20,10,5
5,87901,87901 Jeugdzorg met overnachting,375,135,215,75,25,20,10,5,5,25
5,46429,46429 Groothandel in textiel algemeen,375,135,240,40,40,30,10,10,5,0
4,4775,4775 Winkels in parfums en cosmetica,355,135,215,45,35,35,15,5,0,5
5,45312,45312 Groothandel in banden,305,135,165,25,25,35,20,20,5,5
5,50402,50402 Binnenvaart (tankvaart),255,135,115,45,30,45,10,5,0,5
5,46734,46734 Groothandel in vlakglas,245,135,105,30,25,40,35,10,0,5
5,59112,59112 Productie van televisieprogramma's,1010,130,875,60,25,20,15,15,5,5
5,93196,93196 Sportkoepels en -adviesorganen,460,130,325,40,20,20,15,20,10,5
2,11,11 Drankenindustrie,425,130,285,55,40,10,10,10,10,10
3,110,110 Drankenindustrie,425,130,285,55,40,10,10,10,10,10
4,9104,9104 Dierentuinen en natuurbehoud,380,130,245,40,25,25,10,20,10,5
5,46432,46432 Groothandel in huishoudapparatuur,320,130,185,40,35,35,10,10,5,5
3,261,261 Elektrocomponentenindustrie e.d.,300,130,160,25,20,25,25,20,15,10
5,50403,50403 Binnenvaart (sleep- en duwvaart),285,130,150,65,30,25,5,5,5,5
3,161,161 Primaire houtbewerking e.d.,275,130,145,45,25,30,15,5,5,0
4,1610,1610 Primaire houtbewerking e.d.,275,130,145,45,25,30,15,5,5,0
5,46712,46712 Groothandel in overige brandstof,250,130,110,20,25,40,20,25,5,10
5,47722,47722 Winkels in lederwaren,250,130,120,50,40,20,10,5,0,0
5,46779,46779 Groothandel overig oud materiaal,245,130,115,25,20,30,30,15,10,0
4,2512,2512 Metalen deuren- en ramenindustrie,230,130,90,15,15,40,30,20,15,10
5,66191,66191 Administratiekantoren van aandelen,1485,125,1355,80,15,15,10,5,0,5
5,32999,32999 Overige industrie (rest),645,125,515,55,30,20,20,5,5,5
2,39,39 Sanering en overig afvalbeheer,530,125,405,35,25,30,10,25,5,0
3,390,390 Sanering en overig afvalbeheer,530,125,405,35,25,30,10,25,5,0
4,3900,3900 Sanering en overig afvalbeheer,530,125,405,35,25,30,10,25,5,0
2,15,15 Leer- en schoenenindustrie,505,125,375,50,20,30,15,5,5,5
5,35112,35112 Elektriciteitsproductie door wind,395,125,270,60,35,15,10,5,0,0
4,4676,4676 Groothandel overige tussenproducten,335,125,210,35,20,40,15,15,0,0
5,96013,96013 Wassalons en -verzendinrichtingen,270,125,145,65,30,20,5,0,0,0
5,90041,90041 Theaters en schouwburgen,240,125,110,15,10,25,30,35,10,5
3,783,783 Payrolling (personeelsbeheer),235,125,50,10,15,25,25,25,20,60
4,7830,7830 Payrolling (personeelsbeheer),235,125,50,10,15,25,25,25,20,60
5,88991,88991 Ambulante jeugdzorg,1040,120,895,60,15,15,15,10,5,25
5,47892,47892 Markthandel tweedehands goederen,965,120,845,100,15,0,0,0,0,0
4,8531,8531 Algemeen voortgezet onderwijs,590,120,230,15,5,10,10,30,45,240
4,4613,4613 Handelsbemiddeling in bouwmateriaal,530,120,410,55,30,15,15,5,0,0
5,45401,45401 Groothandel in motorfietsen,445,120,325,50,35,20,10,5,0,0
5,46492,46492 Groothandel in watersportartikelen,420,120,300,55,35,15,5,5,0,0
5,46752,46752 Groothandel in landbouwchemicali�n,270,120,150,35,25,20,25,15,5,0
4,2825,"2825 Industrie van koeltechniek, airco",235,120,100,10,25,20,20,30,10,15
3,381,381 Inzameling van afval,230,120,90,20,15,30,25,20,10,20
5,46312,46312 Groothandel in eetaardappelen,215,120,95,25,25,30,25,10,10,0
3,109,109 Diervoederindustrie,185,120,50,20,20,20,20,25,15,15
5,43992,43992 Betonvlechtersbedrijven,885,115,770,50,30,20,10,5,0,0
4,4637,"4637 Groothandel koffie, specerijen e.d.",345,115,225,50,25,30,10,5,0,5
5,46441,46441 Groothandel in glas- en aardewerk,320,115,200,55,15,20,10,10,5,5
4,2611,2611 Elektronische componentenindustrie,270,115,145,25,15,25,25,20,10,10
5,47592,47592 Winkels in verlichtingsartikelen,260,115,145,55,40,15,0,5,0,0
5,46735,46735 Groothandel in zand en grind,240,115,125,25,35,25,20,10,0,0
5,47541,47541 Winkels in witgoed,240,115,125,30,45,30,5,0,0,0
4,3811,3811 Inzameling van onschadelijk afval,220,115,85,20,15,25,25,20,10,20
5,47718,47718 Textielsupermarkten,180,115,60,40,45,25,5,0,0,5
4,5222,5222 Dienstverlening voor de scheepvaart,1230,110,1115,50,25,20,10,10,5,5
5,71112,71112 Interieurarchitecten,1130,110,1020,70,25,15,0,0,0,0
3,133,133 Textielveredelingsindustrie,375,110,265,35,35,20,10,5,0,0
4,1330,1330 Textielveredelingsindustrie,375,110,265,35,35,20,10,5,0,0
5,45193,45193 Handel en reparatie van aanhangers,315,110,205,50,30,15,10,5,0,0
4,5813,5813 Uitgeverijen van kranten,310,110,190,35,25,25,10,10,5,10
5,47742,47742 Winkels in orthopedische artikelen,270,110,155,35,40,25,5,5,0,5
3,651,"651 Verzekeringen, geen herverzekering",260,110,105,20,10,25,25,20,15,45
4,2893,2893 Machine-industrie voedingsmiddelen,195,110,65,10,10,15,30,30,15,20
5,91011,91011 Openbare bibliotheken,165,110,45,0,5,15,35,45,10,10
5,88102,88102 Welzijnswerk voor ouderen,435,105,330,35,20,30,10,10,0,0
3,802,802 Beveiliging via alarmsystemen,390,105,285,30,20,25,15,10,5,0
4,8020,8020 Beveiliging via alarmsystemen,390,105,285,30,20,25,15,10,5,0
5,64922,64922 Financieringsmaatschappijen,285,105,175,30,25,15,15,10,10,5
5,52242,"52242 Laad-, losbedrijven, geen zeevaart",225,105,115,20,15,30,20,20,5,5
4,1011,1011 Slachterijen (geen pluimvee),285,100,175,30,20,20,15,10,5,10
5,46411,46411 Groothandel in kledingstoffen,255,100,155,40,20,30,5,10,0,0
4,1013,1013 Vleesverwerkende industrie,240,100,120,15,15,25,25,20,5,20
5,46736,46736 Groothandel in tegels en plavuizen,235,100,135,40,30,15,10,0,5,0
5,47523,47523 Winkels in houten bouwmaterialen,230,100,130,35,35,15,10,0,0,0
4,1082,1082 Cacao- en chocoladewerkindustrie,225,100,115,20,20,15,20,15,10,10
5,16101,16101 Primaire houtbewerking,225,100,125,40,25,25,10,5,5,0
5,46436,46436 Groothandel in optische artikelen,220,100,120,30,20,20,10,5,5,0
4,1085,1085 Snackindustrie (incl. salades e.d.),210,100,100,20,25,25,15,10,10,10
5,47191,47191 Warenhuizen,130,100,20,5,5,15,15,45,15,10
3,854,854 Hoger onderwijs,495,95,355,25,20,10,15,5,15,45
5,46212,46212 Groothandel in zaden,230,95,125,25,20,20,20,5,5,10
3,611,611 Draadgebonden telecommunicatie,225,95,120,25,15,25,10,15,10,10
4,6110,6110 Draadgebonden telecommunicatie,225,95,120,25,15,25,10,15,10,10
4,4636,4636 Groothandel in suiker en chocolade,220,95,125,30,20,15,10,15,0,0
5,47524,47524 Winkels in tegels,215,95,120,40,25,20,5,0,0,0
3,382,382 Behandeling van afval,210,95,100,20,15,15,15,20,10,15
5,46723,46723 Groothandel in non-ferrometalen,200,95,100,25,15,25,15,10,5,5
4,2221,"2221 Kunststofplaat-, -profielindustrie",180,95,60,10,5,25,15,20,20,25
4,1721,1721 Karton- e.d. verpakkingenindustrie,165,95,40,10,10,15,25,25,15,30
4,1051,1051 Zuivelindustrie (geen ijs),165,95,50,30,30,5,15,10,10,20
5,17211,17211 Kartonnen verpakkingenindustrie,150,95,35,10,10,15,20,20,15,20
4,9103,9103 Monumentenzorg,610,90,520,30,20,25,10,5,0,0
5,47792,47792 Winkels in tweedehands kleding,495,90,405,60,20,5,5,0,0,0
3,811,811 Facility management,460,90,365,20,25,15,15,5,5,5
4,8110,8110 Facility management,460,90,365,20,25,15,15,5,5,5
3,151,151 Looierijen en lederwarenindustrie,380,90,290,35,15,25,10,5,0,0
2,21,021 Bosbouw,350,90,260,35,25,20,5,0,0,0
3,210,0210 Bosbouw,350,90,260,35,25,20,5,0,0,0
3,279,279 Overige elektr. apparatenindustrie,310,90,215,20,20,15,15,10,5,5
4,2790,2790 Overige elektr. apparatenindustrie,310,90,215,20,20,15,15,10,5,5
4,3102,3102 Keukenmeubelindustrie,255,90,160,35,15,20,10,5,0,5
3,204,204 Wasmiddel- en cosmeticaindustrie,220,90,125,20,15,10,15,15,10,5
5,10822,10822 Chocolade- en suikerwerkindustrie,210,90,110,20,15,15,20,15,10,10
5,47596,47596 Winkels in overige huishoudwaren,210,90,120,50,25,10,0,5,0,0
5,52102,52102 Opslag in koelhuizen,165,90,70,20,15,15,15,20,5,5
5,94994,94994 Vriendenkringen van cultuur,655,85,570,25,20,25,10,5,0,0
5,47192,47192 Winkels in non-food algemeen,510,85,425,35,10,10,5,20,0,0
5,72191,72191 Landbouwresearch (geen biotech),335,85,245,25,20,15,10,10,5,5
2,51,51 Vervoer door de lucht,320,85,230,30,20,15,10,10,0,5
3,822,822 Callcenters,275,85,175,15,15,10,20,25,5,15
4,8220,8220 Callcenters,275,85,175,15,15,10,20,25,5,15
4,3011,3011 Scheepsbouw (geen recreatieschepen),235,85,140,20,15,15,15,5,10,10
5,46742,46742 Groothandel in verwarming,220,85,130,30,20,20,10,5,5,5
5,46213,46213 Groothandel in hooi en ruwvoeder,215,85,130,35,20,15,5,5,0,0
2,21,21 Farmaceutische industrie,200,85,90,15,10,20,15,15,10,25
4,3821,3821 Behandeling van onschadelijk afval,190,85,90,20,10,15,15,15,5,15
4,2711,2711 Elektromotor- en generatorindustrie,190,85,100,20,20,20,10,15,10,5
4,6512,6512 Schadeverzekeringen,185,85,65,15,10,20,20,15,10,35
5,46381,46381 Groothandel in snacks,160,85,70,20,20,15,10,15,5,5
5,46681,46681 Groothandel in grafische machines,150,85,65,20,15,20,15,5,5,0
4,1624,1624 Houten emballage-industrie,130,85,45,15,10,20,20,15,10,0
5,85322,85322 Educatie,765,80,685,35,20,15,5,5,0,0
5,47513,47513 Winkels in handwerken en breiwol,390,80,310,55,20,0,0,0,0,0
5,93129,93129 Overige buitensport,335,80,255,30,25,10,15,0,0,0
3,429,429 Overige civieltechnische bouw,310,80,220,25,10,15,10,10,5,10
4,3314,3314 Reparatie van elektrische apparaten,245,80,165,25,15,15,15,5,0,0
5,47595,47595 Winkels in porselein en aardewerk,215,80,135,40,20,15,5,0,0,0
4,1089,1089 Overige voedingsmiddelenindustrie,195,80,110,20,10,10,10,15,10,5
4,1072,1072 Banket- en koekindustrie,190,80,95,15,10,10,10,20,10,15
2,32,032 Viskwekerij,170,80,90,20,40,15,5,0,0,0
5,29202,29202 Aanhangwagen- en opleggerindustrie,160,80,75,10,10,25,10,15,5,5
4,2222,2222 Kunststofverpakkingindustrie,140,80,40,5,5,10,15,20,20,20
4,9525,9525 Reparatie van klokken en sieraden,530,75,455,55,10,5,0,0,0,0
3,324,324 Speelgoedindustrie,355,75,280,45,20,5,5,0,0,0
4,3240,3240 Speelgoedindustrie,355,75,280,45,20,5,5,0,0,0
5,93122,93122 Veldsport in teams (geen voetbal),345,75,270,35,20,10,5,5,0,0
5,91042,91042 Natuurbehoudorganisaties,260,75,185,15,15,15,10,10,5,0
4,1105,1105 Bierbrouwerijen,250,75,170,35,25,5,5,5,0,5
4,4763,4763 Winkels in audio- en video-opnamen,235,75,160,50,15,5,0,0,0,0
5,46431,46431 Groothandel in witgoed,210,75,130,20,15,25,10,5,0,5
5,72112,72112 Medisch-biotechnologische research,210,75,130,10,15,20,10,15,5,5
5,47511,47511 Winkels in kledingstoffen,180,75,105,45,15,10,5,0,0,0
3,103,"103 Groente-, fruitverwerkende industrie",170,75,70,15,10,10,10,20,10,25
3,212,212 Farmaceutische productenindustrie,170,75,70,15,5,20,15,10,5,25
4,2120,2120 Farmaceutische productenindustrie,170,75,70,15,5,20,15,10,5,25
5,46713,46713 Groothandel overige minerale olie,170,75,90,20,25,15,15,5,0,5
5,46412,46412 Groothandel in huishoudtextiel,170,75,95,35,10,10,10,5,0,0
4,2016,2016 Kunststofindustrie,130,75,40,10,15,15,10,20,10,15
4,1091,1091 Veevoederindustrie,115,75,30,10,10,10,15,15,10,10
5,94992,94992 Hobbyclubs,575,70,505,40,10,15,0,0,0,0
4,6399,6399 Overige informatievoorziening,420,70,350,30,15,10,10,5,5,0
4,3324,3324 Installatie elektrische apparatuur,380,70,305,20,10,10,5,15,5,5
5,72199,"72199 Ov. R&D natuurwsch, geen biotech",370,70,295,20,15,20,10,5,5,5
4,1512,1512 Lederwarenindustrie,335,70,265,30,15,20,10,0,0,0
5,69105,69105 Octrooibureaus,295,70,220,25,20,15,5,5,5,5
4,5819,"5819 Overige uitgeverijen, geen software",265,70,195,25,20,10,5,5,0,0
5,45201,45201 Autoservicebedrijven,225,70,155,30,20,10,10,5,0,0
5,77112,77112 Operational lease personenauto's,210,70,130,15,15,20,10,10,5,10
5,46232,46232 Groothandel in huisdieren,205,70,135,30,20,10,5,5,0,0
5,43991,43991 Hei- en funderingsbedrijven,195,70,120,20,15,10,15,5,5,5
5,47715,47715 Winkels in babyartikelen algemeen,180,70,105,35,20,10,5,5,0,5
5,87902,87902 Maatschappelijke opvang (24-uurs),160,70,65,15,10,10,15,10,10,25
5,53201,53201 Lokale post,160,70,90,20,20,10,10,0,0,0
3,102,102 Visverwerkende industrie,135,70,60,10,10,15,15,15,10,5
4,1020,1020 Visverwerkende industrie,135,70,60,10,10,15,15,15,10,5
3,205,205 Overige chemische productenindustrie,130,70,40,5,5,15,10,20,15,20
4,1052,1052 Consumptie-ijsindustrie,110,70,40,25,20,20,0,5,0,0
4,6391,6391 Persagentschappen,1105,65,1040,40,15,5,5,0,0,0
5,47913,"47913 Webwinkels in boeken, cd's, dvd's",660,65,595,35,20,5,0,0,0,0
4,9521,9521 Reparatie consumentenelektronica,380,65,315,45,10,5,0,0,5,0
3,861,861 Ziekenhuizen,305,65,90,20,5,10,15,10,5,150
4,8610,8610 Ziekenhuizen,305,65,90,20,5,10,15,10,5,150
3,511,511 Personenvervoer door de lucht,290,65,220,25,15,10,5,5,0,5
4,5110,5110 Personenvervoer door de lucht,290,65,220,25,15,10,5,5,0,5
5,81222,81222 Schoorsteenvegen,250,65,185,35,20,5,5,0,0,0
4,3323,3323 Installatie van elektronica,240,65,170,10,15,10,10,10,5,5
3,309,309 Overige transportmiddelenindustrie,225,65,155,20,10,10,10,10,5,5
5,33223,33223 Installatie van machines specifiek,215,65,150,15,15,20,10,5,0,0
3,323,323 Sportartikelenindustrie,205,65,140,30,20,5,5,5,5,0
4,3230,3230 Sportartikelenindustrie,205,65,140,30,20,5,5,5,5,0
5,85321,85321 Middelbaar beroepsonderwijs,180,65,100,10,10,10,10,15,5,15
3,293,293 Auto-onderdelenindustrie,150,65,75,20,10,15,15,10,0,10
1,8,08 Delfstoffenwinning (geen olie en gas),145,65,75,15,10,15,10,15,5,5
5,47544,47544 Winkels in elektrische onderdelen,145,65,80,35,20,5,0,0,0,0
5,47542,47542 Winkels in naai- en breimachines,125,65,60,40,20,5,0,0,0,0
4,5914,5914 Bioscopen,125,65,60,10,10,20,10,10,5,0
3,221,221 Rubberproductenindustrie,105,65,35,10,15,10,15,10,5,5
4,1399,1399 Overige textielproductenindustrie,505,60,445,25,15,10,5,10,0,0
4,2312,2312 Vlakglasbewerkende industrie,400,60,340,30,10,10,0,5,5,0
3,322,322 Muziekinstrumentenindustrie,350,60,290,30,10,15,5,0,0,0
4,3220,3220 Muziekinstrumentenindustrie,350,60,290,30,10,15,5,0,0,0
2,60,60 Radio- en televisieomroepen,295,60,220,15,5,10,10,5,15,15
3,129,0129 Teelt van overig meerjarig gewas,295,60,235,35,10,5,5,0,0,0
5,71203,71203 Overige keuringsdiensten,275,60,210,25,5,10,10,10,0,5
4,8541,8541 Niet-universitair hoger onderwijs,270,60,180,20,10,5,10,5,10,30
3,234,234 Overige keramische industrie,245,60,185,30,10,10,5,0,0,0
5,85511,85511 Zeil- en surfscholen,225,60,165,25,15,15,5,0,0,0
4,4291,4291 Natte waterbouw,215,60,145,20,10,15,10,5,5,10
5,52241,52241 Laad- en losbedrijven (zeevaart),200,60,120,10,5,5,15,20,10,20
5,86924,86924 Medische laboratoria e.d.,200,60,120,10,10,10,5,15,10,20
5,46435,"46435 Groothandel beeld-, geluidsdragers",195,60,130,20,15,15,5,5,0,5
3,501,501 Zee- en kustvaart (passagiersvaart),170,60,105,35,15,5,5,5,0,5
4,5010,5010 Zee- en kustvaart (passagiersvaart),170,60,105,35,15,5,5,5,0,5
5,46495,46495 Groothandel in muziekinstrumenten,170,60,110,30,10,10,5,5,0,0
3,284,284 Gereedschapswerktuigenindustrie,155,60,90,10,10,20,10,10,0,5
5,96032,96032 Crematoria en mortuaria,145,60,85,20,15,10,10,5,0,0
5,46493,46493 Groothandel in kampeerartikelen,140,60,80,20,15,10,10,5,0,0
4,2932,2932 Niet-elektr auto-onderdeelindustrie,125,60,55,15,10,10,10,10,0,10
5,18121,18121 Drukkerijen van boeken e.d.,125,60,60,10,15,20,10,5,5,5
4,2593,2593 Draadproducten- en kettingindustrie,125,60,60,10,5,15,10,15,5,5
5,91041,91041 Dierentuinen,120,60,55,20,10,10,0,10,0,5
5,46497,46497 Groothandel papier- en kartonwaren,120,60,60,15,10,20,10,5,0,0
5,46332,46332 Groothandel in eieren,115,60,55,20,20,15,5,5,0,0
4,1039,"1039 Groente-,fruitverwerkende industrie",110,60,40,10,5,10,5,15,5,10
4,2712,2712 Elektropanelenindustrie,110,60,45,5,5,10,15,15,5,5
3,245,245 Metaalgieterijen,100,60,30,10,5,10,15,15,5,10
4,6419,6419 Overige geldscheppende instellingen,95,60,15,5,5,10,10,20,5,20
4,2219,2219 Overige rubberproductenindustrie,95,60,30,10,10,10,15,10,5,5
3,203,"203 Verf-, vernis- en drukinktindustrie",90,60,20,5,5,10,10,20,10,10
4,2030,"2030 Verf-, vernis- en drukinktindustrie",90,60,20,5,5,10,10,20,10,10
5,47991,47991 Colportage,670,55,615,40,5,0,5,0,0,0
3,182,"182 Repro van geluid, beeld en software",435,55,380,25,15,5,5,5,0,0
4,1820,"1820 Repro van geluid, beeld en software",435,55,380,25,15,5,5,5,0,0
4,9315,9315 Watersport,275,55,220,25,15,10,0,0,0,0
4,2319,2319 Overige glas- en glaswerkindustrie,200,55,145,25,10,15,5,0,0,0
5,71201,71201 Keuringsdiensten (landbouw),180,55,120,10,10,10,10,10,10,5
5,82992,82992 Veilingen van roerende goederen,165,55,110,15,15,15,5,5,0,0
4,7722,7722 Videotheken,140,55,85,35,10,5,0,0,0,0
4,4624,4624 Groothandel in huiden en leer,125,55,70,10,15,20,10,5,0,0
2,81,"081 Winning van zand, grind en klei",115,55,60,10,10,15,5,10,0,0
3,812,"0812 Winning van zand, grind en klei",115,55,60,10,10,15,5,10,0,0
5,46434,46434 Groothandel in fotoartikelen,115,55,60,15,10,10,10,5,0,0
5,55202,"55202 Jeugdherbergen, groepsaccomodaties",100,55,45,30,15,5,5,0,0,0
3,641,641 Banken,95,55,20,5,5,10,10,20,5,20
3,252,252 Tankbouw en cv-industrie,85,55,15,5,0,10,15,15,5,15
4,6499,6499 Overige financi�le bemiddeling,310,50,260,20,15,5,10,5,0,0
3,601,601 Radio-omroepen,245,50,190,15,5,10,5,5,10,5
4,6010,6010 Radio-omroepen,245,50,190,15,5,10,5,5,10,5
1,9,09 Dienstverlening delfstoffenwinning,220,50,160,10,10,10,5,5,5,10
4,7712,7712 Verhuur van vrachtwagens,220,50,170,30,10,0,5,0,0,0
5,86104,86104 Geestelijke zorg met overnachting,175,50,70,15,5,10,15,5,5,55
3,312,0312 Binnenvisserij,175,50,125,35,15,5,0,0,0,0
4,9492,9492 Politieke organisaties,170,50,120,10,15,5,5,10,0,0
